,node,cluster
1,genome_block_9150|Ga0257077_10319054:1-10119,NA
33211,genome_block_2691|Ga0134379_100898:675-20704,134
33212,genome_block_2691|Ga0134379_100898:1-17301,134
33213,genome_block_2691|Ga0134379_100898:1-17300,134
33214,genome_block_2691|Ga0134379_100898:1-14660,134
33215,genome_block_2691|Ga0134379_100898:1-13569,134
33216,genome_block_38344|ULZQ01030437.1:1-13198,NA
33217,genome_block_38327|ULYB01041946.1:3777-23806,134
33218,genome_block_38318|ULXP01018258.1:18623-38652,134
33219,genome_block_38183|ULPI01021805.1:1-11890,134
33220,genome_block_37891|OMAA01000241.1:1-14847,134
33221,genome_block_37786|OLQC01000215.1:52481-72509,134
33222,genome_block_37786|OLQC01000215.1:49841-69869,134
33223,genome_block_37786|OLQC01000215.1:49840-69869,134
33224,genome_block_37717|OLBK01000383.1:1-11453,NA
33225,genome_block_37636|OJPB01002336.1:1-14857,134
33226,genome_block_37613|OJNQ01000041.1:1932-21961,134
33227,genome_block_37613|OJNQ01000041.1:1-17829,134
33228,genome_block_37535|OIYT01001827.1:1-19276,134
33229,genome_block_37535|OIYT01001827.1:1-14827,134
33230,genome_block_37466|OLDB01000486.1:1-12648,NA
33231,genome_block_37464|OIPF01000388.1:1-14142,NA
33232,genome_block_37457|OING01000407.1:1-11968,NA
33233,genome_block_37448|OIKW01000284.1:1-13116,NA
33234,genome_block_37437|OLAU01000224.1:1-15398,NA
33235,genome_block_37155|OHBE01000978.1:1-14093,134
33236,genome_block_36970|OGOO01000164.1:46263-66292,134
33237,genome_block_36970|OGOO01000164.1:46180-66209,134
33238,genome_block_36970|OGOO01000164.1:40996-61025,134
33239,genome_block_36970|OGOO01000164.1:38422-58451,134
33240,genome_block_36958|OGCO01000243.1:78072-98101,134
33241,genome_block_36927|OOCB01000189.1:65159-85188,134
33242,genome_block_36927|OOCB01000189.1:65159-85187,134
33243,genome_block_36915|OOAZ01002404.1:1-19662,134
33244,genome_block_36915|OOAZ01002404.1:1-12828,134
33245,genome_block_36915|OOAZ01002404.1:1-12608,134
33246,genome_block_36587|OBVB01000003.1:224068-244097,134
33247,genome_block_36437|ODLT01003900.1:1-16643,134
33248,genome_block_36170|OAWS01001150.1:1-15878,NA
33249,genome_block_34885|RAYG01000005.1:1-16095,134
33250,genome_block_34740|QRPY01000022.1:1-17719,134
33251,genome_block_34355|PPYE01720517.1:27462-47490,134
33252,genome_block_34355|PPYE01720517.1:24822-44850,134
33253,genome_block_34355|PPYE01720517.1:24821-44850,134
33254,genome_block_34355|PPYE01720517.1:21418-41447,134
33255,genome_block_34335|PPYF01303542.1:1376-21405,134
33256,genome_block_33115|CYXP01000007.1:157833-177862,134
33257,genome_block_32889|CEAK01027982.1:9416-29445,134
33258,genome_block_31941|GG705149.1:43577-63605,134
33259,genome_block_31941|GG705149.1:43576-63605,134
33260,genome_block_31941|GG705149.1:38408-58437,134
33261,genome_block_31941|GG705149.1:37534-57562,134
33262,genome_block_31941|GG705149.1:24996-45024,134
33263,genome_block_31941|GG705149.1:23285-43314,134
33264,genome_block_31659|Ga0137297_10106:767-20795,134
33265,genome_block_31659|Ga0137297_10106:547-20576,134
33266,genome_block_31657|Ga0137298_10162:585-20613,134
33267,genome_block_31657|Ga0137298_10162:365-20394,134
33268,genome_block_28849|Ga0114292_100047:36741-56770,134
33269,genome_block_28849|Ga0114292_100047:30367-50396,134
33270,genome_block_28655|Ga0113880_1001658:1-15946,134
33271,genome_block_24939|Ga0073906_1000543:3969-23997,134
33272,genome_block_24939|Ga0073906_1000543:3749-23778,134
33273,genome_block_24937|Ga0073908_1000422:992-21020,134
33274,genome_block_24937|Ga0073908_1000422:772-20801,134
33275,genome_block_24936|Ga0073907_1002385:4264-24293,134
33276,genome_block_24936|Ga0073907_1002385:4045-24073,134
33277,genome_block_13166|Ga0209694_1006027:1-12189,134
33278,genome_block_13166|Ga0209694_1006027:1-11970,134
33279,genome_block_13164|Ga0209064_1000609:45385-65414,134
33280,genome_block_13164|Ga0209064_1000609:45166-65194,134
33281,genome_block_38460|UMHZ01017782.1:1-18069,134
33282,genome_block_38441|UMGX01027724.1:1-12333,134
33283,genome_block_38346|ULZT01059913.1:1-19179,134
33284,genome_block_38326|ULYB01015807.1:3280-23309,NA
33285,genome_block_38303|ULWP01002001.1:1-12786,134
33286,genome_block_38273|ULUZ01050500.1:726-20755,NA
33287,genome_block_38196|ULQF01037649.1:61924-81952,134
33288,genome_block_38196|ULQF01037649.1:61049-81078,134
33289,genome_block_38183|ULPI01005029.1:1-19271,134
33290,genome_block_37993|OWHZ01000089.1:22192-42221,134
33291,genome_block_37891|OMAA01000241.1:1-19709,134
33292,genome_block_37891|OMAA01000241.1:1-18835,134
33293,genome_block_37797|OLQS01000090.1:2530-22558,134
33294,genome_block_37797|OLQS01000090.1:2014-22043,134
33295,genome_block_37786|OLQC01000215.1:45234-65263,134
33296,genome_block_37786|OLQC01000215.1:14899-34928,NA
33297,genome_block_37607|OJMK01010386.1:1-11350,134
33298,genome_block_37552|OIZG01000007.1:3768-23797,NA
33299,genome_block_37518|OIWS01000056.1:50579-70607,134
33300,genome_block_37304|OHRY01000041.1:15079-35107,134
33301,genome_block_37286|OHQA01000128.1:27751-47779,134
33302,genome_block_37267|OHNY01000840.1:1-15602,134
33303,genome_block_37230|OHJF01000155.1:17756-37784,134
33304,genome_block_37200|OHFN01002422.1:1-12279,134
33305,genome_block_37200|OHFN01002422.1:1-11764,134
33306,genome_block_37161|OHBC01000418.1:9465-29493,134
33307,genome_block_37148|OHAN01000067.1:68876-88905,134
33308,genome_block_37146|OHAJ01000642.1:6219-26248,134
33309,genome_block_37127|OKRR01000888.1:1536-21565,134
33310,genome_block_37020|OGUL01002297.1:1-16738,134
33311,genome_block_37016|OGQP01001603.1:2506-22533,134
33312,genome_block_37016|OGQP01001603.1:1-18196,134
33313,genome_block_37016|OGQP01001459.1:1069-21097,NA
33314,genome_block_37009|OGQH01000011.1:29659-49688,NA
33315,genome_block_37009|OGQH01000011.1:1801-21830,134
33316,genome_block_36992|OGPT01000853.1:8841-28869,134
33317,genome_block_36992|OGPT01000853.1:8325-28354,134
33318,genome_block_36988|OGPL01000987.1:17421-37449,134
33319,genome_block_36972|OGON01000022.1:43925-63954,134
33320,genome_block_36934|OOCP01000094.1:98398-118427,134
33321,genome_block_36927|OOCB01000189.1:68942-88970,134
33322,genome_block_36927|OOCB01000189.1:68722-88751,134
33323,genome_block_36917|OOAH01000573.1:17095-37124,134
33324,genome_block_36915|OOAZ01000136.1:1-10108,134
33325,genome_block_36911|OOAQ01001861.1:1-14607,134
33326,genome_block_36903|OOAE01001022.1:3698-23727,134
33327,genome_block_36646|OCHE01000308.1:32551-52580,NA
33328,genome_block_36645|OCHI01000007.1:139682-159711,NA
33329,genome_block_36640|OCQB01002464.1:1-11026,134
33330,genome_block_36618|OBYW01000031.1:140865-160894,134
33331,genome_block_36618|OBYW01000031.1:140350-160378,134
33332,genome_block_36618|OBYV01000023.1:1909-21938,134
33333,genome_block_36617|OBZD01000203.1:37720-57749,134
33334,genome_block_36617|OBZD01000203.1:37205-57233,134
33335,genome_block_36609|OBXW01000704.1:1-12231,134
33336,genome_block_36605|OBXF01000121.1:21815-41844,134
33337,genome_block_36604|OBXD01000011.1:87682-107711,134
33338,genome_block_36587|OBVB01000003.1:215551-235580,134
33339,genome_block_36587|OBVB01000003.1:187693-207722,NA
33340,genome_block_36577|OEBW01000006.1:142584-162613,134
33341,genome_block_36577|OEBW01000006.1:115759-135788,NA
33342,genome_block_36555|ODIF01000245.1:34196-54225,134
33343,genome_block_36555|ODIF01000245.1:33681-53709,134
33344,genome_block_36537|ODHE01000431.1:20829-40858,134
33345,genome_block_36537|ODHE01000431.1:19955-39983,134
33346,genome_block_36456|ODQJ01014299.1:1-10876,134
33347,genome_block_36210|OBJG01000456.1:1-13317,134
33348,genome_block_36210|OBJG01000456.1:1-12443,134
33349,genome_block_36164|OAVV01000028.1:105493-125522,134
33350,genome_block_35981|ODDM01000059.1:2418-22446,134
33351,genome_block_35981|ODDM01000059.1:1902-21931,134
33352,genome_block_35008|RRZU010204477.1:1-15104,134
33353,genome_block_34870|QTLP01000002.1:57116-77145,134
33354,genome_block_34754|DOCE01000051.1:64022-84051,134
33355,genome_block_34754|DOCE01000051.1:63148-83176,134
33356,genome_block_34754|DOCE01000051.1:61296-81325,134
33357,genome_block_34754|DOCE01000051.1:48945-68973,134
33358,genome_block_34740|QRPY01000022.1:10212-30241,134
33359,genome_block_34740|QRPY01000022.1:10129-30158,134
33360,genome_block_34732|QRYZ01000009.1:216864-236893,134
33361,genome_block_34677|NNCA01000002.1:920803-940832,134
33362,genome_block_34677|NNCA01000002.1:920720-940749,134
33363,genome_block_34677|NNCA01000001.1:1-15072,134
33364,genome_block_34677|NNCA01000001.1:1-14989,134
33365,genome_block_34350|PPYE01412917.1:79336-99365,134
33366,genome_block_34350|PPYE01412917.1:69915-89944,134
33367,genome_block_34345|PPYE01170258.1:56758-76787,134
33368,genome_block_34345|PPYE01170258.1:56243-76271,134
33369,genome_block_34335|PPYF01303542.1:22371-42400,134
33370,genome_block_33137|CEAP01017379.1:2575-22603,134
33371,genome_block_33137|CEAP01017379.1:2059-22088,134
33372,genome_block_33137|CEAP01017379.1:13568-33596,134
33373,genome_block_33130|CEAO01006957.1:1894-21923,134
33374,genome_block_33130|CEAO01006957.1:13403-33431,134
33375,genome_block_33129|CEAQ01019123.1:1605-21634,134
33376,genome_block_33129|CEAQ01019123.1:1090-21118,134
33377,genome_block_33129|CEAQ01019123.1:1-10125,134
33378,genome_block_33127|CEAH01017574.1:1-19440,134
33379,genome_block_33127|CEAH01017574.1:1-17959,134
33380,genome_block_33124|CDYJ01048178.1:1-11727,134
33381,genome_block_33122|CEAR01006257.1:13909-33937,134
33382,genome_block_33120|CEAF01020145.1:48909-68938,134
33383,genome_block_33120|CEAF01020145.1:47428-67457,134
33384,genome_block_33117|CECA01016596.1:120938-140966,134
33385,genome_block_33108|CEAG01031155.1:1-18795,134
33386,genome_block_33108|CEAG01031155.1:1-17314,134
33387,genome_block_33101|CECF01019148.1:12063-32091,134
33388,genome_block_31659|Ga0137297_10106:7087-27116,134
33389,genome_block_31659|Ga0137297_10106:17446-37474,134
33390,genome_block_31657|Ga0137298_10162:6905-26934,134
33391,genome_block_31657|Ga0137298_10162:17264-37292,134
33392,genome_block_28866|Ga0114870_100112:28671-48700,NA
33393,genome_block_28866|Ga0114870_100112:1846-21875,134
33394,genome_block_28861|Ga0114848_100022:26727-46755,134
33395,genome_block_28861|Ga0114848_100022:26211-46240,134
33396,genome_block_28495|Ga0111011_100171:1-18344,134
33397,genome_block_28495|Ga0111011_100171:1-17470,134
33398,genome_block_28423|Ga0105890_100019:28650-48679,NA
33399,genome_block_28423|Ga0105890_100019:1825-21854,134
33400,genome_block_28421|Ga0105888_100193:7132-27161,134
33401,genome_block_28125|Ga0104320_100019:155182-175211,134
33402,genome_block_28125|Ga0104320_100019:154667-174695,134
33403,genome_block_27283|Ga0101039_100128:48371-68399,134
33404,genome_block_2697|Ga0134419_1010759:1-10461,134
33405,genome_block_24939|Ga0073906_1000543:20648-40676,134
33406,genome_block_24939|Ga0073906_1000543:10289-30318,134
33407,genome_block_24937|Ga0073908_1000422:7312-27341,134
33408,genome_block_24937|Ga0073908_1000422:17671-37699,134
33409,genome_block_24936|Ga0073907_1005991:1-10123,134
33410,genome_block_24936|Ga0073907_1002385:1-17753,134
33411,genome_block_13164|Ga0209064_1000609:38845-58874,134
33412,genome_block_13164|Ga0209064_1000609:28487-48515,134
33413,genome_block_38710|NODE_239_length_18636_cov_4.817878:6288-26317,218
33414,genome_block_38699|NODE_73_length_52572_cov_11.609:426-20455,218
33415,genome_block_38615|LR215978.1:3162678-3182707,218
33416,genome_block_38510|UMLQ01050677.1:12477-32506,218
33417,genome_block_38509|UMLP01010667.1:54676-74705,218
33418,genome_block_38494|UMKP01033314.1:11907-31936,218
33419,genome_block_38481|UMJU01012361.1:18273-38302,218
33420,genome_block_38464|UMIP01029148.1:1-17626,218
33421,genome_block_38463|UMID01035128.1:17805-37834,218
33422,genome_block_38462|UMIC01001077.1:38876-58905,218
33423,genome_block_38460|UMHZ01069196.1:33845-53874,218
33424,genome_block_38456|UMHT01010778.1:20707-40736,218
33425,genome_block_38454|UMHO01004407.1:35683-55712,218
33426,genome_block_38452|UMHL01047538.1:13946-33975,218
33427,genome_block_38448|UMHH01029829.1:38744-58773,218
33428,genome_block_38446|UMHG01029997.1:33570-53599,218
33429,genome_block_38443|UMGY01039181.1:12774-32803,218
33430,genome_block_38435|UMGN01014265.1:33346-53375,218
33431,genome_block_38424|UMFS01039053.1:3847-23876,218
33432,genome_block_38422|UMFP01000451.1:18786-38815,218
33433,genome_block_38415|UMFA01008815.1:7388-27417,218
33434,genome_block_38411|UMER01008885.1:1-16713,218
33435,genome_block_38397|UMDO01004231.1:24852-44881,218
33436,genome_block_38372|UMBV01045618.1:610-20639,218
33437,genome_block_38371|UMBU01042926.1:17595-37624,218
33438,genome_block_38367|UMBM01041111.1:1-16753,218
33439,genome_block_38366|UMBK01025215.1:29563-49592,218
33440,genome_block_38360|UMAX01019107.1:13500-33529,218
33441,genome_block_38350|UMAD01012732.1:18641-38670,218
33442,genome_block_38349|UMAE01000033.1:26342-46371,218
33443,genome_block_38336|ULYT01027796.1:119087-139116,218
33444,genome_block_38335|ULYU01029268.1:16432-36461,218
33445,genome_block_38304|ULWR01019037.1:143128-163157,218
33446,genome_block_38301|ULWI01001065.1:17864-37893,218
33447,genome_block_38297|ULWD01054445.1:17485-37514,218
33448,genome_block_38294|ULVX01046054.1:1-17596,218
33449,genome_block_38293|ULVY01054553.1:33589-53618,218
33450,genome_block_38276|ULUW01061283.1:27035-47064,218
33451,genome_block_38272|ULVC01044437.1:1-17214,218
33452,genome_block_38265|ULUL01030202.1:213720-233749,218
33453,genome_block_38249|ULTO01058475.1:18319-38348,218
33454,genome_block_38239|ULSV01011886.1:38429-58458,218
33455,genome_block_38226|ULRY01042685.1:11142-31171,218
33456,genome_block_38226|ULRX01023348.1:65011-85040,218
33457,genome_block_38219|ULRN01056348.1:6172-26201,218
33458,genome_block_38208|ULQX01063665.1:18015-38044,218
33459,genome_block_38205|ULQT01021986.1:141479-161508,218
33460,genome_block_38192|ULQA01027267.1:123241-143270,218
33461,genome_block_38143|ULLD01002189.1:14203-34232,218
33462,genome_block_38010|UFST01000003.1:2574490-2594519,218
33463,genome_block_38007|OWKP01000509.1:8767-28796,218
33464,genome_block_38007|OWJQ01000798.1:475-20504,218
33465,genome_block_37996|OWIJ01000081.1:30242-50271,218
33466,genome_block_37993|OWHX01000370.1:1-19285,218
33467,genome_block_37978|OQVH01000745.1:12874-32903,218
33468,genome_block_37944|OMGQ01000113.1:96916-116945,218
33469,genome_block_37943|OMGO01000619.1:1-13913,218
33470,genome_block_37936|OMFY01000919.1:1-15118,218
33471,genome_block_37898|OMBA01000831.1:1-16785,218
33472,genome_block_37883|OLZA01000092.1:51767-71796,218
33473,genome_block_37882|OLZB01000337.1:11867-31896,218
33474,genome_block_37849|OLVT01000426.1:24690-44719,218
33475,genome_block_37836|OLSX01003374.1:1-17046,218
33476,genome_block_37791|OLQM01000398.1:9625-29654,218
33477,genome_block_37766|OLPH01000462.1:19444-39473,218
33478,genome_block_37765|OLPA01005313.1:1-16565,218
33479,genome_block_37736|OLNQ01001710.1:4186-24215,218
33480,genome_block_37730|OLNK01000010.1:230748-250777,218
33481,genome_block_37723|OLJW01000217.1:29201-49230,218
33482,genome_block_37722|OLIU01001432.1:1-19456,218
33483,genome_block_37679|OJSQ01000926.1:12083-32112,218
33484,genome_block_37666|OJRX01000256.1:27330-47359,218
33485,genome_block_37665|OJRS01000034.1:89220-109249,218
33486,genome_block_37665|OJRQ01000003.1:343281-363310,218
33487,genome_block_37663|OJRV01000147.1:43323-63352,218
33488,genome_block_37661|OJRL01001281.1:1-18864,218
33489,genome_block_37658|OJRH01000038.1:36585-56614,218
33490,genome_block_37658|OJRE01000866.1:171-20200,218
33491,genome_block_37656|OJRB01000169.1:25379-45408,218
33492,genome_block_37654|OJQR01000024.1:141292-161321,218
33493,genome_block_37650|OJQK01000129.1:22793-42822,218
33494,genome_block_37642|OJPO01000585.1:1268-21297,218
33495,genome_block_37641|OJPQ01000136.1:1-19194,218
33496,genome_block_37640|OJPN01000379.1:1-17712,218
33497,genome_block_37633|OJOV01000197.1:8909-28938,218
33498,genome_block_37630|OJOF01001744.1:679-20708,218
33499,genome_block_37629|OLIV01000058.1:22316-42345,218
33500,genome_block_37627|OJOL01001397.1:1-13725,218
33501,genome_block_37613|OJNQ01000188.1:1401-21430,218
33502,genome_block_37611|OJNI01000613.1:6757-26786,218
33503,genome_block_37601|OJMG01000280.1:27363-47392,218
33504,genome_block_37535|OIYT01001738.1:1051-21080,218
33505,genome_block_37512|OLGL01000250.1:18090-38119,218
33506,genome_block_37500|OLFT01000262.1:17410-37439,218
33507,genome_block_37494|OLGD01000491.1:22232-42261,218
33508,genome_block_37490|OIUW01000314.1:1-14514,218
33509,genome_block_37485|OITK01000523.1:1-16211,218
33510,genome_block_37482|OISH01000150.1:11103-31132,218
33511,genome_block_37428|OKZE01000143.1:16853-36882,218
33512,genome_block_37420|OIGX01000469.1:1-19425,218
33513,genome_block_37419|OKXR01000328.1:4129-24158,218
33514,genome_block_37418|OKXK01000441.1:1-19513,218
33515,genome_block_37321|OHUK01001475.1:1-17331,218
33516,genome_block_37300|OHRR01000021.1:115721-135750,218
33517,genome_block_37297|OHRI01000004.1:312133-332162,218
33518,genome_block_37296|OHRH01000110.1:5933-25962,218
33519,genome_block_37294|OHRG01000255.1:823-20852,218
33520,genome_block_37288|OHQF01000075.1:23603-43632,218
33521,genome_block_37287|OHQM01003811.1:1-14147,218
33522,genome_block_37281|OHPO01011088.1:1-11858,218
33523,genome_block_37280|OHPL01000096.1:29998-50027,218
33524,genome_block_37241|OHKU01008473.1:1-10100,218
33525,genome_block_37236|OHKB01000285.1:743-20772,218
33526,genome_block_37232|OHJP01000168.1:562-20591,218
33527,genome_block_37230|OHJJ01000200.1:6335-26364,218
33528,genome_block_37226|OKTF01000087.1:30556-50585,218
33529,genome_block_37220|OHIK01000198.1:21028-41057,218
33530,genome_block_37218|OHHN01000209.1:22969-42998,218
33531,genome_block_37213|OHHQ01000045.1:50066-70095,218
33532,genome_block_37208|OHGT01000009.1:16974-37003,218
33533,genome_block_37200|OHFN01000105.1:1-17158,218
33534,genome_block_37191|OHEQ01000014.1:39772-59801,218
33535,genome_block_37170|OHCE01000472.1:3112-23141,218
33536,genome_block_37168|OHCA01000016.1:141270-161299,218
33537,genome_block_37155|OHBE01000146.1:22230-42259,218
33538,genome_block_37150|OHAO01002145.1:1-12997,218
33539,genome_block_37147|OHAQ01000045.1:22558-42587,218
33540,genome_block_37123|OGZC01000106.1:6417-26446,218
33541,genome_block_37111|OGZA01000215.1:10533-30562,218
33542,genome_block_37076|OKSB01000677.1:1707-21736,218
33543,genome_block_37074|OKSC01004164.1:1-13285,218
33544,genome_block_37068|OKRU01001675.1:1-18371,218
33545,genome_block_37039|OGRQ01000156.1:39050-59079,218
33546,genome_block_37035|OGRK01000014.1:156872-176901,218
33547,genome_block_37029|OGRI01000183.1:27778-47807,218
33548,genome_block_37005|OGPY01000303.1:10699-30728,218
33549,genome_block_37003|OGQC01000080.1:13312-33341,218
33550,genome_block_36999|OGPP01000025.1:142369-162398,218
33551,genome_block_36997|OGPV01000153.1:16507-36536,218
33552,genome_block_36996|OGUN01000717.1:9753-29782,218
33553,genome_block_36996|OGPU01000061.1:95526-115555,218
33554,genome_block_36995|OGPR01003685.1:1-18731,218
33555,genome_block_36985|OGPD01000227.1:27449-47478,218
33556,genome_block_36978|OGOR01000095.1:38935-58964,218
33557,genome_block_36975|OGOV01000277.1:12182-32211,218
33558,genome_block_36974|OGOQ01000087.1:57165-77194,218
33559,genome_block_36970|OGOO01000186.1:23087-43116,218
33560,genome_block_36965|OGUK01000272.1:9686-29715,218
33561,genome_block_36954|OGDF01044669.1:1-11633,218
33562,genome_block_36910|OOAF01000267.1:17186-37215,218
33563,genome_block_36905|OOAG01000759.1:5683-25712,218
33564,genome_block_36877|OFMX01000214.1:21308-41337,218
33565,genome_block_36641|OCPR01000279.1:38577-58606,218
33566,genome_block_36638|OCSH01000649.1:8105-28134,218
33567,genome_block_36631|OCAP01000005.1:203975-224004,218
33568,genome_block_36630|OCAL01000040.1:35751-55780,218
33569,genome_block_36629|OCAH01000004.1:143211-163240,218
33570,genome_block_36629|OCAG01000039.1:125280-145309,218
33571,genome_block_36628|OCAT01000029.1:17927-37956,218
33572,genome_block_36628|OCAK01000024.1:143070-163099,218
33573,genome_block_36627|OCAE01000008.1:253510-273539,218
33574,genome_block_36618|OBYV01000015.1:141260-161289,218
33575,genome_block_36617|OBYZ01000007.1:274569-294598,218
33576,genome_block_36616|OBYU01000039.1:70973-91002,218
33577,genome_block_36614|OBYQ01000056.1:111461-131490,218
33578,genome_block_36612|OBYI01000046.1:110186-130215,218
33579,genome_block_36612|OBYD01000046.1:120698-140727,218
33580,genome_block_36610|OBYG01000050.1:108650-128679,218
33581,genome_block_36601|OBWV01000058.1:76717-96746,218
33582,genome_block_36600|OBWP01000029.1:80077-100106,218
33583,genome_block_36574|ODYN01000023.1:143062-163091,218
33584,genome_block_36573|ODJZ01000163.1:38621-58650,218
33585,genome_block_36562|ODVY01000088.1:38129-58158,218
33586,genome_block_36542|ODHK01000009.1:247316-267345,218
33587,genome_block_36538|ODUK01000275.1:20719-40748,218
33588,genome_block_36523|ODTL01000120.1:32500-52529,218
33589,genome_block_36439|ODFV01000021.1:112397-132426,218
33590,genome_block_36210|OBJG01000433.1:4510-24539,218
33591,genome_block_36173|OAXJ01000431.1:2585-22614,218
33592,genome_block_36170|OAWM01000015.1:143832-163861,218
33593,genome_block_36168|OAWD01000013.1:200633-220662,218
33594,genome_block_36157|OAUV01000005.1:293710-313739,218
33595,genome_block_36155|OAUG01000059.1:38161-58190,218
33596,genome_block_36150|OATL01000596.1:2284-22313,218
33597,genome_block_36142|OASX01000583.1:17645-37674,218
33598,genome_block_36135|OEBA01000034.1:112660-132689,218
33599,genome_block_36133|OECJ01000007.1:25519-45548,218
33600,genome_block_36130|OEEK01000272.1:16472-36501,218
33601,genome_block_36106|ODXK01000125.1:22311-42340,218
33602,genome_block_36102|ODXP01000287.1:26954-46983,218
33603,genome_block_36091|ODXE01000275.1:20723-40752,218
33604,genome_block_36075|ODIO01000011.1:120265-140294,218
33605,genome_block_36024|ODTZ01000736.1:15704-35733,218
33606,genome_block_35985|ODLM01000410.1:18989-39018,218
33607,genome_block_35708|WCIH01000003.1:575748-595777,218
33608,genome_block_35707|WCIB01000016.1:62618-82647,218
33609,genome_block_35680|NANL01000002.1:22885-42914,218
33610,genome_block_35451|CP040468.1:3662509-3682538,218
33611,genome_block_34885|RAYG01000002.1:278233-298262,218
33612,genome_block_34790|QWCK01000376.1:38713-58742,218
33613,genome_block_34786|QWCE01000266.1:41007-61036,218
33614,genome_block_34737|QRKR01000007.1:216563-236592,218
33615,genome_block_34736|QSLL01000005.1:511-20540,218
33616,genome_block_34735|QSJN01000003.1:38678-58707,218
33617,genome_block_34735|QSIV01000012.1:82175-102204,218
33618,genome_block_34735|QSIP01000004.1:216556-236585,218
33619,genome_block_34734|QSHF01000002.1:635484-655513,218
33620,genome_block_34731|QSDL01000002.1:909-20938,218
33621,genome_block_34728|QRUC01000002.1:38843-58872,218
33622,genome_block_34656|PVMN01000053.1:211514-231543,218
33623,genome_block_34656|PVML01017740.1:354038-374067,218
33624,genome_block_34356|PPYE01776032.1:54568-74597,218
33625,genome_block_34355|PPYE01680340.1:20772-40801,218
33626,genome_block_34354|PPYE01627214.1:9884-29913,218
33627,genome_block_34351|PPYE01453408.1:10038-30067,218
33628,genome_block_34350|PPYE01413060.1:22833-42862,218
33629,genome_block_34341|PPYF01638163.1:259225-279254,218
33630,genome_block_34340|PPYF01544371.1:39017-59046,218
33631,genome_block_34338|PPYF01469101.1:39234-59263,218
33632,genome_block_34335|PPYF01303754.1:19695-39724,218
33633,genome_block_34332|PPYF01129187.1:68462-88491,218
33634,genome_block_34331|PPYF01098853.1:26676-46705,218
33635,genome_block_33910|NQMH01000001.1:2616434-2636463,218
33636,genome_block_33855|NJFM02000001.1:910987-931016,218
33637,genome_block_33816|NFJX01000002.1:1665-21694,218
33638,genome_block_33137|CEAP01013808.1:32616-52645,218
33639,genome_block_33136|CDZS01020934.1:10772-30801,218
33640,genome_block_33133|CDZN01020676.1:24102-44131,218
33641,genome_block_33130|CECJ01020260.1:23870-43899,218
33642,genome_block_33130|CEAO01016680.1:86094-106123,218
33643,genome_block_33130|CEAI01004770.1:29520-49549,218
33644,genome_block_33129|CEAQ01018054.1:39313-59342,218
33645,genome_block_33127|CEAA01050212.1:1-15715,218
33646,genome_block_33126|CDYT01020260.1:32510-52539,218
33647,genome_block_33120|CEAF01016933.1:37965-57994,218
33648,genome_block_33120|CDZK01045912.1:39371-59400,218
33649,genome_block_33118|CEAZ01057415.1:141482-161511,218
33650,genome_block_33111|CEAE01014039.1:20362-40391,218
33651,genome_block_33108|CDZA01043847.1:1-16409,218
33652,genome_block_33104|CDZQ01043260.1:37566-57595,218
33653,genome_block_33100|CEBY01021917.1:29397-49426,218
33654,genome_block_32889|CEAK01025437.1:39175-59204,218
33655,genome_block_32889|CDYY01041191.1:150206-170235,218
33656,genome_block_32888|CDZO01011994.1:142943-162972,218
33657,genome_block_32351|JNHU01000006.1:251768-271797,218
33658,genome_block_32351|JNHQ01000193.1:74903-94932,218
33659,genome_block_32351|JNHL01000166.1:108089-128118,218
33660,genome_block_32351|JNHK01000092.1:369265-389294,218
33661,genome_block_32069|JH976502.1:41417-61446,218
33662,genome_block_31941|GG705151.1:749027-769056,218
33663,genome_block_31937|KQ236092.1:39401-59430,218
33664,genome_block_31918|CP000140.1:2810763-2830792,218
33665,genome_block_31657|Ga0137298_10400:15484-35513,218
33666,genome_block_2981|Ga0134442_1000240:29836-49865,218
33667,genome_block_2980|Ga0169773_100020:123935-143964,218
33668,genome_block_29256|Ga0115670_1000179:33629-53658,218
33669,genome_block_29231|Ga0115617_100015:38460-58489,218
33670,genome_block_29134|Ga0115313_100001:38495-58524,218
33671,genome_block_28914|Ga0115187_100016:143210-163239,218
33672,genome_block_28912|Ga0115181_100218:26217-46246,218
33673,genome_block_28906|Ga0115078_103511:1-15762,218
33674,genome_block_28869|Ga0114883_1000179:36213-56242,218
33675,genome_block_28869|Ga0114882_100017:143969-163998,218
33676,genome_block_28868|Ga0114875_1000589:23083-43112,218
33677,genome_block_28861|Ga0114848_100147:26222-46251,218
33678,genome_block_2872|Ga0134432_100095:19919-39948,218
33679,genome_block_2871|Ga0134421_1000195:38099-58128,218
33680,genome_block_2867|Ga0169765_100083:101880-121909,218
33681,genome_block_28668|Ga0114093_100248:26218-46247,218
33682,genome_block_28656|Ga0113881_100017:247099-267128,218
33683,genome_block_28651|Ga0113869_1000015:133842-153871,218
33684,genome_block_2862|Ga0169854_100445:2533-22562,218
33685,genome_block_28570|Ga0111363_100158:23111-43140,218
33686,genome_block_28563|Ga0111082_100060:1-18060,218
33687,genome_block_28558|Ga0111058_100379:244-20273,218
33688,genome_block_28558|Ga0111055_100263:32511-52540,218
33689,genome_block_28553|Ga0111044_100497:23125-43154,218
33690,genome_block_28496|Ga0111012_102057:1-16110,218
33691,genome_block_28493|Ga0111008_100228:27078-47107,218
33692,genome_block_28422|Ga0105889_100357:16451-36480,218
33693,genome_block_28422|Ga0105888_100257:31368-51397,218
